Title,Company,Date Posted,Experience,Skills/Desc,Link
Data Scientist at Tatu City Limited,View Jobs at Tatu City Limited,"Data Scientist at Tatu City LimitedView Jobs in Real Estate/View Jobs at Tatu City Limited:Feb 7, 2025Deadline:Mar 7, 2025SaveEmail",2 years,N/A,https://www.myjobmag.co.ke/job/data-scientist-tatu-city-limited
GEMS/Water Data Management Consultant at United Nations Environment Programme (UNEP),View Jobs at United Nations Environment Programme (UNEP),"GEMS/Water Data Management Consultant at United Nations Environment Programme (UNEP)View Jobs in General/View Jobs at United Nations Environment Programme (UNEP):Feb 6, 2025Deadline:Feb 17, 2025SaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/gems-water-data-management-consultant-united-nations-environment-programme-unep
Data Science Associate at KPN Teleradiology,View Jobs at KPN Teleradiology,"Data Science Associate at KPN TeleradiologyView Jobs in ICT / Telecommunication/View Jobs at KPN Teleradiology:Feb 6, 2025Deadline:Feb 19, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-science-associate-kpn-teleradiology
Data Analyst at Cigna,View Jobs at Cigna,"Data Analyst at CignaView Jobs in Insurance/View Jobs at Cigna:Feb 6, 2025Deadline:Not specifiedSaveEmail","with Data Management tools such as Informatika, Collibra, Erwin is a plus",N/A,https://www.myjobmag.co.ke/job/data-analyst-cigna-1
Semester Program - Data Research Intern at The Artisans Company,View Jobs at The Artisans Company,"Semester Program - Data Research Intern at The Artisans CompanyView Jobs in Consulting/View Jobs at The Artisans Company:Feb 5, 2025Deadline:Feb 28, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/semester-program-data-research-intern-the-artisans-company
Data Research Associate at The Artisans Company,View Jobs at The Artisans Company,"Data Research Associate at The Artisans CompanyView Jobs in Consulting/View Jobs at The Artisans Company:Feb 5, 2025Deadline:Feb 28, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-research-associate-the-artisans-company
Data Analyst 1 (Business Analyst 1) - Cyber Fusion Unit at Central Bank of Kenya,View Jobs at Central Bank of Kenya,"Data Analyst 1 (Business Analyst 1) - Cyber Fusion Unit at Central Bank of KenyaView Jobs in Banking / Financial Services/View Jobs at Central Bank of Kenya:Feb 5, 2025Deadline:Feb 25, 2025SaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/data-analyst-1-business-analyst-1-cyber-fusion-unit-central-bank-of-kenya
Data Clerk — 4 Posts at Thika Technical Training Institute,View Jobs at Thika Technical Training Institute,"Data Clerk — 4 Posts at Thika Technical Training InstituteView Jobs in Education / Teaching/View Jobs at Thika Technical Training Institute:Feb 5, 2025Deadline:Feb 25, 2025SaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/data-clerk-4-posts-thika-technical-training-institute
Associate Data Centre Technical Services Systems Integration Specialist at NTT Ltd,View Jobs at NTT Ltd,"Associate Data Centre Technical Services Systems Integration Specialist at NTT LtdView Jobs in ICT / Telecommunication/View Jobs at NTT Ltd:Feb 5, 2025Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/associate-data-centre-technical-services-systems-integration-specialist-ntt-ltd
Hybrid Cloud Data Centre Engineer (L3) at NTT Ltd,View Jobs at NTT Ltd,"Hybrid Cloud Data Centre Engineer (L3) at NTT LtdView Jobs in ICT / Telecommunication/View Jobs at NTT Ltd:Feb 5, 2025Deadline:Not specifiedSaveEmail","with VMware, RedHat Linux, and Veritas technologies.",N/A,https://www.myjobmag.co.ke/job/hybrid-cloud-data-centre-engineer-l3-ntt-ltd
Senior Data Scientist at CIC Insurance,View Jobs at CIC Insurance,"Senior Data Scientist at CIC InsuranceView Jobs in Insurance/View Jobs at CIC Insurance:Feb 4, 2025Deadline:Feb 12, 2025SaveEmail","in industry-specific applications (e.g., healthcare, finance, insurance).",N/A,https://www.myjobmag.co.ke/job/senior-data-scientist-cic-insurance
GIS and Data Field Officer at Born Free Foundation,View Jobs at Born Free Foundation,"GIS and Data Field Officer at Born Free FoundationView Jobs in NGO / Non-Profit Associations/View Jobs at Born Free Foundation:Feb 4, 2025Deadline:Feb 21, 2025SaveEmail","in creation of digital forms on mobile data collection Apps e.g. Survey 123, ODK, Kobo collect, SMART or Earth ranger",N/A,https://www.myjobmag.co.ke/job/gis-and-data-field-officer-born-free-foundation
"Data, AI & Emerging Technologies Head at World Vision Kenya",View Jobs at World Vision Kenya,"Data, AI & Emerging Technologies Head at World Vision KenyaView Jobs in NGO / Non-Profit Associations/View Jobs at World Vision Kenya:Feb 3, 2025Deadline:Not specifiedSaveEmail",in humanitarian or nonprofit sector is a plus,N/A,https://www.myjobmag.co.ke/job/data-ai-emerging-technologies-head-world-vision-kenya
Data Analyst at Rainforest Alliance,View Jobs at Rainforest Alliance,"Data Analyst at Rainforest AllianceView Jobs in NGO / Non-Profit Associations/View Jobs at Rainforest Alliance:Feb 3, 2025Deadline:Feb 14, 2025SaveEmail",working with voluntary standards in agriculture or forestry.,N/A,https://www.myjobmag.co.ke/job/data-analyst-rainforest-alliance-2
Data Scientist at KCB Bank Kenya,View Jobs at KCB Bank Kenya,"Data Scientist at KCB Bank KenyaView Jobs in Banking / Financial Services/View Jobs at KCB Bank Kenya:Feb 1, 2025Deadline:Feb 14, 2025SaveEmail",in implementing Banking/Financial data science use cases.,N/A,https://www.myjobmag.co.ke/job/data-scientist-kcb-bank-kenya-2
Data Engineer at KCB Bank Kenya,View Jobs at KCB Bank Kenya,"Data Engineer at KCB Bank KenyaView Jobs in Banking / Financial Services/View Jobs at KCB Bank Kenya:Feb 1, 2025Deadline:Feb 14, 2025SaveEmail","in use of any ETL tool e.g., Oracle ODI/Microsoft SSIS/SAP Data services/Alteryx or any other tool. 2    ES",N/A,https://www.myjobmag.co.ke/job/data-engineer-kcb-bank-kenya-5
Data Engineer at Educate!,View Jobs at Educate!,"Data Engineer at Educate!View Jobs in Education / Teaching/View Jobs at Educate!:Feb 1, 2025Deadline:Not specifiedSaveEmail",with data quality implementation,N/A,https://www.myjobmag.co.ke/job/data-engineer-educate
"Legal, Compliance, and Data Privacy Healthcare Lead Developing Markets at Merck Group",View Jobs at Merck Group,"Legal, Compliance, and Data Privacy Healthcare Lead Developing Markets at Merck GroupView Jobs in Pharmaceuticals/View Jobs at Merck Group:Jan 31, 2025Deadline:Not specifiedSaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/legal-compliance-and-data-privacy-healthcare-lead-developing-markets-merck-group
Data Analyst/Power BI Developer at GardaWorld,View Jobs at GardaWorld,"Data Analyst/Power BI Developer at GardaWorldView Jobs in Security/View Jobs at GardaWorld:Jan 30, 2025Deadline:Not specifiedSaveEmail",with data warehousing concepts.,N/A,https://www.myjobmag.co.ke/job/data-analyst-power-bi-developer-gardaworld
Data Clerk at University of Nairobi,View Jobs at University of Nairobi,"Data Clerk at University of NairobiView Jobs in Education / Teaching/View Jobs at University of Nairobi:Jan 30, 2025Deadline:Not specifiedSaveEmail",in data entry,N/A,https://www.myjobmag.co.ke/job/data-clerk-university-of-nairobi
Data Analyst at Nani Employee Leasing Company (Nani EL),View Jobs at Nani Employee Leasing Company (Nani EL),"Data Analyst at Nani Employee Leasing Company (Nani EL)View Jobs in Consulting/View Jobs at Nani Employee Leasing Company (Nani EL):Jan 30, 2025Deadline:Feb 10, 2025SaveEmail","with data visualization platforms such as Tableau, Power BI, or similar tools.",N/A,https://www.myjobmag.co.ke/job/data-analyst-nani-employee-leasing-company-nani-el
Data Management Intern at Child Fund International,View Jobs at Child Fund International,"Data Management Intern at Child Fund InternationalView Jobs in NGO / Non-Profit Associations/View Jobs at Child Fund International:Jan 29, 2025Deadline:Feb 7, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-management-intern-child-fund-international
Data Clerks - 39 Posts at County Government of Kakamega,View Jobs at County Government of Kakamega,"Data Clerks - 39 Posts at County Government of KakamegaView Jobs in Government/View Jobs at County Government of Kakamega:Jan 29, 2025Deadline:Feb 10, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-clerks-39-posts-county-government-of-kakamega
Intern - Data Analyst and Information Management at UN-Habitat,View Jobs at UN-Habitat,"Intern - Data Analyst and Information Management at UN-HabitatView Jobs in NGO / Non-Profit Associations/View Jobs at UN-Habitat:Jan 28, 2025Deadline:Feb 10, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/intern-data-analyst-and-information-management-un-habitat
Monitoring Data Management at Child Fund International,View Jobs at Child Fund International,"Monitoring Data Management at Child Fund InternationalView Jobs in NGO / Non-Profit Associations/View Jobs at Child Fund International:Jan 28, 2025Deadline:Feb 7, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/monitoring-data-management-child-fund-international
Impact & Data Associate at Keep IT Cool,View Jobs at Keep IT Cool,"Impact & Data Associate at Keep IT CoolView Jobs in Agriculture / Agro-Allied/View Jobs at Keep IT Cool:Jan 28, 2025Deadline:Not specifiedSaveEmail",OR equivalent DIPLOMA with 2 YR working,N/A,https://www.myjobmag.co.ke/job/impact-data-associate-keep-it-cool
Credit Data Analyst at Apollo Agriculture,View Jobs at Apollo Agriculture,"Credit Data Analyst at Apollo AgricultureView Jobs in Banking / Financial Services/View Jobs at Apollo Agriculture:Jan 28, 2025Deadline:Not specifiedSaveEmail","d in using Business Intelligence tools like Tableau, and version control tools like Git, data wrangling and transformation tools like dbt.",N/A,https://www.myjobmag.co.ke/job/credit-data-analyst-apollo-agriculture
Impact & Data Associate at Raino Tech4Impact,View Jobs at Raino Tech4Impact,"Impact & Data Associate at Raino Tech4ImpactView Jobs in ICT / Telecommunication/View Jobs at Raino Tech4Impact:Jan 27, 2025Deadline:Feb 1, 2025SaveEmail",OR equivalent DIPLOMA with 2 YR working,N/A,https://www.myjobmag.co.ke/job/impact-data-associate-raino-tech4impact
Data Scientist at Strathmore University,View Jobs at Strathmore University,"Data Scientist at Strathmore UniversityView Jobs in Education / Teaching/View Jobs at Strathmore University:Jan 24, 2025Deadline:Not specifiedSaveEmail",2 years,N/A,https://www.myjobmag.co.ke/job/data-scientist-strathmore-university
Audio Data Collection Project - Swahili at TELUS International,View Jobs at TELUS International,"Audio Data Collection Project - Swahili at TELUS InternationalView Jobs in ICT / Telecommunication/View Jobs at TELUS International:Jan 22, 2025Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/audio-data-collection-project-swahili-telus-international-2
Data Analyst Intern at Codirect Courier And Fulfillment Center,View Jobs at Codirect Courier And Fulfillment Center,"Data Analyst Intern at Codirect Courier And Fulfillment CenterView Jobs in Logistics and Transportation/View Jobs at Codirect Courier And Fulfillment Center:Jan 22, 2025Deadline:Jan 27, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-analyst-intern-codirect-courier-and-fulfillment-center
Data Analyst/Statistician at Buni Banda,View Jobs at Buni Banda,"Data Analyst/Statistician at Buni BandaView Jobs in Research/View Jobs at Buni Banda:Jan 22, 2025Deadline:Jan 31, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-analyst-statistician-buni-banda
Flight Data Analyst at Kenya Airways,View Jobs at Kenya Airways,"Flight Data Analyst at Kenya AirwaysView Jobs in Aviation / Airline/View Jobs at Kenya Airways:Jan 22, 2025Deadline:Feb 4, 2025SaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/flight-data-analyst-kenya-airways-1
"Risk Management, Data Protection, and Safeguarding Consultant Trainer at Lightup Impact",View Jobs at Lightup Impact,"Risk Management, Data Protection, and Safeguarding Consultant Trainer at Lightup ImpactView Jobs in Consulting/View Jobs at Lightup Impact:Jan 21, 2025Deadline:Feb 2, 2025SaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/risk-management-data-protection-and-safeguarding-consultant-trainer-lightup-impact
Development of a DHIS-2-Based Data Reporting Platform at Gold Star Kenya,View Jobs at Gold Star Kenya,"Development of a DHIS-2-Based Data Reporting Platform at Gold Star KenyaView Jobs in NGO / Non-Profit Associations/View Jobs at Gold Star Kenya:Jan 20, 2025Deadline:Jan 24, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/development-of-a-dhis-2-based-data-reporting-platform-gold-star-kenya
Data Analyst at Savannah Informatics,View Jobs at Savannah Informatics,"Data Analyst at Savannah InformaticsView Jobs in Healthcare / Medical/View Jobs at Savannah Informatics:Jan 20, 2025Deadline:Not specifiedSaveEmail",(good to have)​​,N/A,https://www.myjobmag.co.ke/job/data-analyst-savannah-informatics-1
"Senior Manager, Employee Experience, People Data & Systems at Rainforest Alliance",View Jobs at Rainforest Alliance,N/A,"As the Senior Manager Employee , People Data & Systems you will lead and communicate on the set-up and continuous improvement of HR processes, ranging from onboarding to compensation and offboarding, by making maximum use of HRIS and promotion of employee self-service. You are also responsible for a people data strategy including data accuracy, data security, data analytics and data flows.",N/A,https://www.myjobmag.co.ke/job/senior-manager-employee-experience-people-data-systems-rainforest-alliance-1
OVC Data Assistant at Beacon of Hope Vocational Training College,View Jobs at Beacon of Hope Vocational Training College,"OVC Data Assistant at Beacon of Hope Vocational Training CollegeView Jobs in NGO / Non-Profit Associations/View Jobs at Beacon of Hope Vocational Training College:Jan 17, 2025Deadline:Jan 23, 2025SaveEmail",in training Mentors in DREAMS data collection tools is a plus,N/A,https://www.myjobmag.co.ke/job/ovc-data-assistant-beacon-of-hope-vocational-training-college-1
DREAMS Data Assistant at Beacon of Hope Vocational Training College,View Jobs at Beacon of Hope Vocational Training College,"DREAMS Data Assistant at Beacon of Hope Vocational Training CollegeView Jobs in NGO / Non-Profit Associations/View Jobs at Beacon of Hope Vocational Training College:Jan 17, 2025Deadline:Jan 23, 2025SaveEmail",in DREAMS database management and statistical packages such as SPSS,N/A,https://www.myjobmag.co.ke/job/dreams-data-assistant-beacon-of-hope-vocational-training-college-1
